concept_id,allowed,per_person,min,max
3010813,T,1,0,
3026361,T,1,0,
3000963,T,1,0,
3009542,T,1,0,
3024731,T,1,0,
3035941,T,1,0,
3003338,T,1,0,
3002385,T,1,0,
3007461,T,1,0,
3001123,T,1,0,
3017732,T,1,0,
3019198,T,1,0,
3001604,T,1,0,
3013115,T,1,0,
3006315,T,1,0,
3034708,T,1,0,
3001490,T,1,0,
