concept_id,allowed,per_person,min,max
3003573,T,0,,
3021714,T,0,,
40761161,T,0,,
3005480,T,0,,
3037821,T,0,,
3033876,T,0,,
3024448,T,0,,
3010024,T,0,,
3002394,T,0,,
3001884,T,0,,
3013356,T,0,,
3013154,T,0,,
3013506,T,0,,
3023848,T,0,,
3026396,T,0,,
3028568,T,0,,
3037596,T,0,,
3007188,T,0,,
3019597,T,0,,
3005186,T,0,,
3005222,T,0,,
3008387,T,0,,
3006768,T,0,,
37062741,T,0,,
37051745,T,0,,
37020250,T,0,,
37021506,T,0,,
37021365,T,0,,
