concept_id,allowed,per_person,min,max
3031973,T,0,0,
3037653,T,0,0,
3029071,T,0,0,
42869613,T,0,0,
3045566,T,0,0,
3046405,T,0,0,
3046708,T,0,0,
3045566,T,0,0,
3046405,T,0,0,
